ref_name,rx_name,iso_name,section,inhibition_pcnt,cumulative_count,assay_name,titer,date_added
Wall21,RLSA188256,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,927.8051244,2021-06-22
Wall21,RLS288256,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,569.4181942,2021-06-22
Wall21,RLSA188289,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288289,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLSA18850,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,171.3691069,2021-06-22
Wall21,RLS28850,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,159.6244421,2021-06-22
Wall21,RLSA188199,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,508.5418605,2021-06-22
Wall21,RLS288199,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,173.4849153,2021-06-22
Wall21,RLSA188120,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288120,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLSA188155,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,135.4929531,2021-06-22
Wall21,RLS288155,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,71.33069745,2021-06-22
Wall21,RLSA1884,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,50.41231827,2021-06-22
Wall21,RLS2884,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLSA188222,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,660.3318031,2021-06-22
Wall21,RLS288222,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,540.2465174,2021-06-22
Wall21,RLSA188131,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,189.5431006,2021-06-22
Wall21,RLS288131,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS188229,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS288229,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS388229,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1312.793954,2021-06-22
Wall21,RLS18883,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,281.4387318,2021-06-22
Wall21,RLS28883,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,184.9479879,2021-06-22
Wall21,RLSA18848,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS28848,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188217,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1777.88459,2021-06-22
Wall21,RLS288217,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS388217,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,476.6045224,2021-06-22
Wall21,RLSA18810,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,634.2376736,2021-06-22
Wall21,RLS28810,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,306.6819099,2021-06-22
Wall21,RLSA188338,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,406.6861773,2021-06-22
Wall21,RLS288338,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,195.9624728,2021-06-22
Wall21,RLSA18877,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,2484.930128,2021-06-22
Wall21,RLS28877,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA18813,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS28813,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS18815,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1561.588019,2021-06-22
Wall21,RLS28815,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,822.8238779,2021-06-22
Wall21,RLS188241,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,116.3275425,2021-06-22
Wall21,RLS288241,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,105.2659132,2021-06-22
Wall21,RLS188204,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,46.10093685,2021-06-22
Wall21,RLS288204,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,47.5787874,2021-06-22
Wall21,RLS388204,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1077.826739,2021-06-22
Wall21,RLSA188149,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,101.9068759,2021-06-22
Wall21,RLS288149,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,85.89651734,2021-06-22
Wall21,RLS18817,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,699.6575332,2021-06-22
Wall21,RLS28817,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,838.1093072,2021-06-22
Wall21,RLS18865,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,98.56859308,2021-06-22
Wall21,RLS28865,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,85.97183804,2021-06-22
Wall21,RLS188274,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,111.4372552,2021-06-22
Wall21,RLS288274,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,128.4389329,2021-06-22
Wall21,RLS188237,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,78.55044276,2021-06-22
Wall21,RLS288237,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,56.79444946,2021-06-22
Wall21,RLS188189,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288189,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLSA188153,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1638.71169,2021-06-22
Wall21,RLS288153,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,652.8504166,2021-06-22
Wall21,RLSA18898,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,563.9545736,2021-06-22
Wall21,RLS28898,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,265.3871612,2021-06-22
Wall21,RLSA18875,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1627.261327,2021-06-22
Wall21,RLS28875,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,929.4329801,2021-06-22
Wall21,RLSA188179,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,97.53729001,2021-06-22
Wall21,RLS288179,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS18857,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS28857,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS1887,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,69.17569135,2021-06-22
Wall21,RLS2887,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,59.02755042,2021-06-22
Wall21,RLS188196,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1038.870464,2021-06-22
Wall21,RLS288196,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,554.6406011,2021-06-22
Wall21,RLS188117,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1007.484647,2021-06-22
Wall21,RLS288117,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,866.4940681,2021-06-22
Wall21,RLS188175,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,449.8159581,2021-06-22
Wall21,RLS18816,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1345.410887,2021-06-22
Wall21,RLS188164,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,71.51850683,2021-06-22
Wall21,RLS288164,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,49.40621455,2021-06-22
Wall21,RLS188146,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288146,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS18889,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,49.92860738,2021-06-22
Wall21,RLS28889,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,685.6941197,2021-06-22
Wall21,RLS188188,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,61.29470674,2021-06-22
Wall21,RLS288188,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,43.58607512,2021-06-22
Wall21,RLS18827,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS28827,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS188228,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,427.8952478,2021-06-22
Wall21,RLS288228,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,364.4831063,2021-06-22
Wall21,RLS188295,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS288295,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS18845,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1226.042133,2021-06-22
Wall21,RLS188109,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,83.52078389,2021-06-22
Wall21,RLS188132,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,47.95559391,2021-06-22
Wall21,RLS288132,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,165.4650561,2021-06-22
Wall21,RLS18812,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS28812,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,44.43469427,2021-06-22
Wall21,RLS188170,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,85.29632251,2021-06-22
Wall21,RLS388170,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,982.1988265,2021-06-22
Wall21,RLS18828,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,92.8654025,2021-06-22
Wall21,RLS28828,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,54.93396717,2021-06-22
Wall21,RLS188247,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288247,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,56.29882533,2021-06-22
Wall21,RLS18833,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS28833,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS188258,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,66.09359775,2021-06-22
Wall21,RLS288258,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,75.57876144,2021-06-22
Wall21,RLS18843,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1093.048545,2021-06-22
Wall21,RLS28843,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1697.183474,2021-06-22
Wall21,RLS188172,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS288172,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS188140,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,103.6181784,2021-06-22
Wall21,RLS188183,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,351.3094636,2021-06-22
Wall21,RLS288183,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,170.0225905,2021-06-22
Wall21,RLS18832,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,49.19016731,2021-06-22
Wall21,RLS28832,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,111.0472434,2021-06-22
Wall21,RLS38832,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,354.4022004,2021-06-22
Wall21,RLS188185,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288185,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1918.759942,2021-06-22
Wall21,RLS388185,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,633.6820123,2021-06-22
Wall21,RLS188302,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288302,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS188192,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,44.24038687,2021-06-22
Wall21,RLS288192,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS388192,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1111.403898,2021-06-22
Wall21,RLS18870,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,49.40621455,2021-06-22
Wall21,RLS28870,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288102,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLS388102,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1011.909602,2021-06-22
Wall21,RLS18869,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,250.470515,2021-06-22
Wall21,RLS28869,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,232.6920252,2021-06-22
Wall21,RLS188154,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,97.96568178,2021-06-22
Wall21,RLS288154,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1526.403702,2021-06-22
Wall21,RLS388154,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,727.8050042,2021-06-22
Wall21,RLS188226,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288226,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS388226,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,312.6529945,2021-06-22
Wall21,RLS18882,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS38882,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,341.8924505,2021-06-22
Wall21,RLS188194,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,56.84425122,2021-06-22
Wall21,RLS288194,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS188138,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,220.191306,2021-06-22
Wall21,RLS288138,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,170.7693436,2021-06-22
